Carnosus - Visions of Infinihility - LTD 150 Ghostly - Limited to 150,Carnosus,Visions of Infinihility,Vinyl,LTD 150 Ghostly - Limited to 150
SEAR BLISS - Heavenly Down - Sea Blue Vinyl LP,SEAR BLISS,Heavenly Down,Vinyl,Sea Blue Vinyl LP
ORPHANAGE - Oblivion - Transparent Blue Vinyl LP,ORPHANAGE,Oblivion,Vinyl,Transparent Blue Vinyl LP
ORPHANAGE - Druid/Morph (Demos!) - White Vinyl LP,ORPHANAGE,Druid/Morph (Demos!),Vinyl,White Vinyl LP
ORPHANAGE - By Time Alone - Transparent Green Vinyl LP,ORPHANAGE,By Time Alone,Vinyl,Transparent Green Vinyl LP
OPPRESSOR - Solstice Of Oppression - Transparent Blue Vinyl LP,OPPRESSOR,Solstice Of Oppression,Vinyl,Transparent Blue Vinyl LP
OPPRESSOR - Agony -  Transparent Black/White Splatter Vinyl LP (IMPORT),OPPRESSOR,Agony,Vinyl,Transparent Black/White Splatter Vinyl LP (IMPORT)
IMMORTAL - The Northern Upir’s Death - Limited Silver Vinyl LP,Immortal,The Northern Upir’s Death,Vinyl,Limited Silver Vinyl LP
ACOD - Verset Noirs - Transparent Red/Black Marble Vinyl LP,ACOD,Verset Noirs,Vinyl,Transparent Red/Black Marble Vinyl LP
"OUBLIETTE - ETERNITY WHISPERS - LTD 100 ""PRIMOSRDIAL"" Vinyl LP",OUBLIETTE,ETERNITY WHISPERS,Vinyl,"LTD 100 ""PRIMOSRDIAL"" Vinyl LP"
Severe Torture - Torn from the Jaws of Death - LTD 200 Trans Red/Black Marbled Vinyl LP,Severe Torture,Torn from the Jaws of Death,Vinyl,LTD 200 Trans Red/Black Marbled Vinyl LP
Belore - Eastern Tales - Black/Yellow Swirl Vinyl LP,Belore,Eastern Tales,Vinyl,Black/Yellow Swirl Vinyl LP
Belore - Eastern Tales - Violet/Yellow Galaxy Vinyl LP,Belore,Eastern Tales,Vinyl,Violet/Yellow Galaxy Vinyl LP
Bilwis - Hameln - Blue/Grey Galaxy Vinyl LP,BILWIS,Hameln,Vinyl,Blue/Grey Galaxy Vinyl LP
Depressive Silence - V : Medieval Demons MMXIX - Grey/Black Swirl Vinyl LP,Depressive Silence,V : Medieval Demons MMXIX,Vinyl,Grey/Black Swirl Vinyl LP
Gothmog - Medieval Journeys - Black/White Swirl Vinyl LP,Gothmog,Medieval Journeys,Vinyl,Black/White Swirl Vinyl LP
Horn - Daudswiärk - Brown/Yellow Galaxy Vinyl LP,HORN,Daudswiärk,Vinyl,Brown/Yellow Galaxy Vinyl LP
Los Males Del Mundo - Descent Towards Death - Black with White/Gold Splatter Vinyl LP,Los Males Del Mundo,Descent Towards Death,Vinyl,Black with White/Gold Splatter Vinyl LP
Lunar Spells - Sacraments of Necromantical Empires - Red/Black Galaxy Vinyl LP,Lunar Spells,Sacraments of Necromantical Empires,Vinyl,Red/Black Galaxy Vinyl LP
Pestilential Shadows - Devil's Hammer - Red/Gold Galaxy Vinyl LP,Pestilential Shadows,Devil's Hammer,Vinyl,Red/Gold Galaxy Vinyl LP
Hour Of 13 - s/t (Hour of 13) - Limited Purple Vinyl LP,Hour Of 13,s/t (Hour of 13),Vinyl,Limited Purple Vinyl LP
Cân Bardd - The Last Rain - 2LP Green/Black Swirl Vinyl DLP,Cân Bardd,The Last Rain,Vinyl,2LP Green/Black Swirl Vinyl DLP
Caladan Brood - Echoes Of Battle - 2LP *LTD 300* Purple/Orange Vinyl DLP,Caladan Brood,Echoes Of Battle,Vinyl,2LP *LTD 300* Purple/Orange Vinyl DLP
Heretoir - Nightsphere - LTD Blue/Black Galaxy Vinyl LP,Heretoir,Nightsphere,Vinyl,LTD Blue/Black Galaxy Vinyl LP
Faidra - Militant : Penitent : Triumphant - LTD 333 Oxblood/Black Galaxy Vinyl LP,Faidra,Militant : Penitent : Triumphant,Vinyl,LTD 333 Oxblood/Black Galaxy Vinyl LP
Old Man's Child -Revelation 666 - Citrus Yellow/Orange Vinyl LP,Old Man's Child -Revelation 666,Citrus Yellow/Orange Vinyl LP,Vinyl,
Bell Witch - Mirror Reaper - 2xLP Graphite/Lavender Eco DLP,Bell Witch,Mirror Reaper,Vinyl,2xLP Graphite/Lavender Eco DLP
Wintersun - Time I - Clear Blue White Purple Splatter Vinyl LP,Wintersun,Time I,Vinyl,Clear Blue White Purple Splatter Vinyl LP
Wintersun - The Forest Seasons - Clear Green Splatter Vinyl LP,Wintersun,The Forest Seasons,Vinyl,Clear Green Splatter Vinyl LP
Grave - You'll Never See... -  Cherry Red Vinyl LP,Grave,You'll Never See...,Vinyl,Cherry Red Vinyl LP
Sentenced - Shadows Of (The) Past - Clear with Black Smoke Vinyl LP,Sentenced,Shadows Of (The) Past,Vinyl,Clear with Black Smoke Vinyl LP
Sentenced - North From Here - Green with Black Smoke Vinyl LP,Sentenced,North From Here,Vinyl,Green with Black Smoke Vinyl LP
Orphaned Land - Sahara - 2LP 25th anniversary deluxe edition - Gold/Blue Swirl Vinyl DLP,Orphaned Land,Sahara,Vinyl,2LP 25th anniversary deluxe edition - Gold/Blue Swirl Vinyl DLP
The Kovenant (Covenant) - Nexus Polaris - Clear/Blue Smoke Vinyl LP,The Kovenant (Covenant),Nexus Polaris,Vinyl,Clear/Blue Smoke Vinyl LP
Cynic - Traced in Air - LTD 200 Pink/Purple/White Vinyl LP,Cynic,Traced in Air,Vinyl,LTD 200 Pink/Purple/White Vinyl LP
Spastic Ink - Ink Complete - Double Splatter Vinyl DLP,Spastic Ink,Ink Complete,Vinyl,Double Splatter Vinyl DLP
Spastic Ink - Ink Complete - Double Vinyl DLP,Spastic Ink,Ink Complete,Vinyl,Double Vinyl DLP
Spastic Ink - Ink Compatible - Double Splatter Vinyl DLP,Spastic Ink,Ink Compatible,Vinyl,Double Splatter Vinyl DLP
Spastic Ink - Ink Compatible - Double Vinyl DLP,Spastic Ink,Ink Compatible,Vinyl,Double Vinyl DLP
Saor - Roots - Limited Double Marbled Vinyl DLP,Saor,Roots,Vinyl,Limited Double Marbled Vinyl DLP
Saor - Guardians - Double *Blue* Vinyl DLP,Saor,Guardians,Vinyl,Double *Blue* Vinyl DLP
Saor - Origins - Limited Transparent Blue Vinyl LP,Saor,Origins,Vinyl,Limited Transparent Blue Vinyl LP
Rotting Christ - Rotting Christ - Pro Xristou- Red/Blue/Clear Marbled Vinyl LP,Rotting Christ,Rotting Christ,Vinyl,Pro Xristou- Red/Blue/Clear Marbled Vinyl LP
syk - eartHFlesh - LTD 150 Silver Vinyl LP,syk,eartHFlesh,Vinyl,LTD 150 Silver Vinyl LP
Sylvaine - Eg Er Framand - Moss Green Vinyl LP,SYLVAINE,Eg Er Framand,Vinyl,Moss Green Vinyl LP
[Blemish] Moonspell - Irreligious - Limited White Vinyl LP,Moonspell,Irreligious,Vinyl,Limited White Vinyl LP
[Blemish] Tiamat - Clouds - LTD 200 White Vinyl LP,Tiamat,Clouds,Vinyl,LTD 200 White Vinyl LP
[Blemish] Borknagar - True North - Deluxe 2LP Cornetto Quad Butterfly Effect White / Blue Vinyl DLP,Borknagar,True North,Vinyl,Deluxe 2LP Cornetto Quad Butterfly Effect White / Blue Vinyl DLP
[Blemish] Moonspell - Under Satanae- Limited Vinyl LP,Moonspell,Under Satanae,Vinyl,Limited Vinyl LP
[Blemish] Moonspell - Under The Moonspell- Limited Vinyl LP,Moonspell,Under The Moonspell,Vinyl,Limited Vinyl LP
The Troops of Doom - A Mass To The Grotesque - Yellow Vinyl LP,The Troops of Doom,A Mass To The Grotesque,Unknown,Yellow Vinyl LP
The Troops of Doom - A Mass To The Grotesque - Black Vinyl LP,The Troops of Doom,A Mass To The Grotesque,Unknown,Black Vinyl LP
Moonspell - Wolfheart - Limited Vinyl LP [Staff Pick],Moonspell,Wolfheart,Vinyl,Limited Vinyl LP [Staff Pick]
Iced Earth  – Burnt Offerings –  Double Black in Transparent Red Vinyl DLP,Iced Earth,Burnt Offerings,Vinyl,Double Black in Transparent Red Vinyl DLP
Iced Earth  – The Glorious Burden – Double Orange & Blue Splatter Vinyl DLP,Iced Earth,The Glorious Burden,Vinyl,Double Orange & Blue Splatter Vinyl DLP
Iced Earth – Framing Armageddon (Something Wicked – Part I) – Double Black & White in Transparent Beer Splatter Vinyl DLP,Iced Earth,Framing Armageddon (Something Wicked,Vinyl,Part I) - Double Black & White in Transparent Beer Splatter Vinyl DLP
Iced Earth – The Crucible Of Man (Something Wicked – Part II) – Double Purple & White Splatter Vinyl DLP,Iced Earth,The Crucible Of Man (Something Wicked,Vinyl,Part II) - Double Purple & White Splatter Vinyl DLP
Iced Earth – Iced Earth - Transparent Red w/ Bone Splatter Vinyl LP,Iced Earth,Iced Earth,Vinyl,Transparent Red w/ Bone Splatter Vinyl LP
Iced Earth – Something Wicked This Way Comes - 2LP Swamp Green in Beer Double Vinyl LP,Iced Earth,Something Wicked This Way Comes,Vinyl,2LP Swamp Green in Beer Double Vinyl LP
Iced Earth – The Dark Saga - Red in Beer Vinyl LP,Iced Earth,The Dark Saga,Vinyl,Red in Beer Vinyl LP
God Dethroned - Passiondale (Passchendaele) Limited Red Vinyl LP,God Dethroned,Passiondale (Passchendaele) Limited Red Vinyl LP,Vinyl,
Cryptopsy - The Unspoken King - ltd 250 Yellow Vinyl LP,Cryptopsy,The Unspoken King,Vinyl,ltd 250 Yellow Vinyl LP
SAMAEL - Passage - Silver with Cyan Splatter Vinyl LP (ltd 300),Samael,Passage,Vinyl,Silver with Cyan Splatter Vinyl LP (ltd 300)
LIMBONIC ART - In Abhorrence Dementia - 2LP Orange/Purple Splatter Double Vinyl LP,Limbonic Art,In Abhorrence Dementia,Vinyl,2LP Orange/Purple Splatter Double Vinyl LP
LIMBONIC ART - Epitome Of Illusions - Blue in Milky Clear Color Vinyl LP,Limbonic Art,Epitome Of Illusions,Vinyl,Blue in Milky Clear Color Vinyl LP
LIMBONIC ART - Moon In The Scorpio - 2LP Yellow/Blue Color in Color Double Vinyl LP,Limbonic Art,Moon In The Scorpio,Vinyl,2LP Yellow/Blue Color in Color Double Vinyl LP
LORD BELIAL – KISS THE GOAT - Limited Gatefold BABY-PINK Vinyl LP,Lord Belial,Kiss the Goat,Vinyl,Limited Gatefold BABY-PINK Vinyl LP
Rotting Christ - Sanctus Diavolos - BEER BLACK WHITE Splatter Vinyl LP,Rotting Christ,Sanctus Diavolos,Vinyl,BEER BLACK WHITE Splatter Vinyl LP
Rotting Christ - Khronos - Double Blue/Yellow Splatter (2LP) Vinyl,Rotting Christ,Khronos,Vinyl,Double Blue/Yellow Splatter (2LP) Vinyl
"[BBV Exclusive] Ion Dissonance - Solace - Transparent Pink/White Hand-Pour, LTD /111 Hand-Numbered Vinyl LP",Ion Dissonance,Solace,Vinyl,"Transparent Pink/White Hand-Pour, LTD /111 Hand-Numbered Vinyl LP"
LIMINALANIMAL - Punished for Existing - Limited 100 Vinyl LP (Direct from Artist),LIMINALANIMAL,Punished for Existing,Vinyl,Limited 100 Vinyl LP (Direct from Artist)
LIMINALANIMAL - The Furies And Futility - Limited 100 Vinyl LP (Direct from Artist),LIMINALANIMAL,The Furies And Futility,Vinyl,Limited 100 Vinyl LP (Direct from Artist)
THE ABSENCE - ENEMY UNBOUND - Limited Poltergeist Vinyl LP,THE ABSENCE,ENEMY UNBOUND,Vinyl,Limited Poltergeist Vinyl LP
THE ABSENCE - RIDERS OF THE PLAGUE- Limited Tiger's Eye Vinyl LP,THE ABSENCE,RIDERS OF THE PLAGUE,Vinyl,Limited Tiger's Eye Vinyl LP
THE ABSENCE -  FROM YOUR GRAVE - Limited Sapphire Vinyl LP,THE ABSENCE,FROM YOUR GRAVE,Vinyl,Limited Sapphire Vinyl LP
WARBRINGER -  IV: EMPIRES COLLAPSE  - LTD BLUE/GREEN VINYL LP,WARBRINGER,IV: EMPIRES COLLAPSE,Vinyl,LTD BLUE/GREEN VINYL LP
WARBRINGER -  WORLDS TORN ASUNDER  - LTD BLUE VINYL LP,WARBRINGER,WORLDS TORN ASUNDER,Vinyl,LTD BLUE VINYL LP
WARBRINGER-  WAKING INTO NIGHTMARES - LTD PURPLE VINYL LP,WARBRINGER-  WAKING INTO NIGHTMARES,LTD PURPLE VINYL LP,Vinyl,
SWORN ENEMY-  MANIACAL - CALM BEFORE THE STORM BLUE VINYL LP,SWORN ENEMY-  MANIACAL,CALM BEFORE THE STORM BLUE VINYL LP,Vinyl,
SHADOWS FALL - THE WAR WITHIN - RSD BLUE/GREY VINYL EDITION,SHADOWS FALL,THE WAR WITHIN,Vinyl,RSD BLUE/GREY VINYL EDITION
SCARDUST - STRANGERS - LIMITED 300 WHITE VINYL LP,SCARDUST,STRANGERS,Vinyl,LIMITED 300 WHITE VINYL LP
ANUBIS -  DARK PARADISE - LIMITED 300 HEARTLESS PURPLE VINYL LP,Anubis,DARK PARADISE,Vinyl,LIMITED 300 HEARTLESS PURPLE VINYL LP
Morta Skuld - Creation Undone - Limited Green Vinyl LP,Morta Skuld,Creation Undone,Vinyl,Limited Green Vinyl LP
Morta Skuld - Dying Remains - 30th anniversary Limited Red Vinyl LP,Morta Skuld,Dying Remains,Vinyl,30th anniversary Limited Red Vinyl LP
Ulver - Vargnatt - Limited Oxblood Vinyl LP,Ulver,Vargnatt,Vinyl,Limited Oxblood Vinyl LP
Rotting Christ -  Thy Mighty Contract - Limited Double Red/Black Vinyl DLP,Rotting Christ,Thy Mighty Contract,Vinyl,Limited Double Red/Black Vinyl DLP
The Gathering - Always - 30th Anniversary White Vinyl LP 🙌,The Gathering,Always,Vinyl,30th Anniversary White Vinyl LP 🙌
Keep of Kalessin - Agnen: A Journey Through The Dark - Limited Green Vinyl LP,Keep of Kalessin,Agnen: A Journey Through The Dark,Vinyl,Limited Green Vinyl LP
Shining - III: Angst - Limited Clear Vinyl LP,Shining,III: Angst,Vinyl,Limited Clear Vinyl LP
Paradise Lost – Faith Divides Us – Death Unites Us - GOLD Limited Vinyl in Tri-Fold,Paradise Lost,Faith Divides Us,Vinyl,Death Unites Us - GOLD Limited Vinyl in Tri-Fold
Lake of Tears – Headstones – Luxurious Tip-On Sleeve: Heavy Cardboard Black Gatefold Vinyl (Label Exclusive Edition),Lake of Tears,Headstones,Vinyl,Luxurious Tip-On Sleeve: Heavy Cardboard Black Gatefold Vinyl (Label Exclusive Edition)
Lake of Tears – Headstones – Limited Trans Blue & Black Marble Vinyl LP,Lake of Tears,Headstones,Vinyl,Limited Trans Blue & Black Marble Vinyl LP
Lake of Tears – Headstones – Limited Purple & Black Splatter Vinyl LP,Lake of Tears,Headstones,Vinyl,Limited Purple & Black Splatter Vinyl LP
Necromantia – Epitaph: The Complete Worx – 9 Vinyl special Box - Limited and Numbered,Necromantia,Epitaph: The Complete Worx,Vinyl,9 Vinyl special Box - Limited and Numbered
Paradise Lost ‎– Draconian Times MMXI – Double Gold Vinyl in Triple Gatefold - DLP,Paradise Lost,Draconian Times MMXI,Vinyl,Double Gold Vinyl in Triple Gatefold - DLP
Angizia –  Die Kemenaten scharlachroter Lichter – *Limited 250* Double White Gatefold Vinyl DLP,Angizia,Die Kemenaten scharlachroter Lichter,Vinyl,*Limited 250* Double White Gatefold Vinyl DLP
* Blemish* Windir - Arntor - Limited Double White Vinyl DLP,* Blemish* Windir,Arntor,Vinyl,Limited Double White Vinyl DLP
*Blemish* Moonspell - Under The Moonspell - Limited LP Box (Copy),*Blemish* Moonspell,Under The Moonspell,Vinyl,Limited LP Box (Copy)
* Blemish* Amon Amarth - Fate of Norns - Ochre Brown Vinyl LP,* Blemish* Amon Amarth,Fate of Norns,Vinyl,Ochre Brown Vinyl LP
*Blemish* Grima - Frostbitten - Limited Blue/White Galaxy Vinyl LP,*Blemish* Grima,Frostbitten,Vinyl,Limited Blue/White Galaxy Vinyl LP
[BBV Exclusive] Yfel - Beneath The Mountain's Vigil - Hand Numbered Limited Vinyl LP,Yfel,Beneath The Mountain's Vigil,Vinyl,Hand Numbered Limited Vinyl LP
[BBV Exclusive] VINTERGRAV - Forest Hymns - Hand Numbered Limited Vinyl LP,VINTERGRAV,Forest Hymns,Vinyl,Hand Numbered Limited Vinyl LP
Morvigor - De spiegel - 45 RPM Vinyl LP (Direct Import),Morvigor,De spiegel,Vinyl,45 RPM Vinyl LP (Direct Import)
Full of Hell - Coagulated Bliss - Orange/Yellow/Black Vinyl LP,Full Of Hell,Coagulated Bliss,Vinyl,Orange/Yellow/Black Vinyl LP
Full of Hell and Nothing - When No Birds Sang - Navy and Yellow Pinwheel Vinyl LP,Full of Hell and Nothing,When No Birds Sang,Vinyl,Navy and Yellow Pinwheel Vinyl LP
This Ending - Crowned In Blood - *LTD 100* Pink/Black Marbled Vinyl,This Ending,Crowned In Blood,Vinyl,*LTD 100* Pink/Black Marbled Vinyl
Kvadrat - The Horrible Dissonance of Oblivion - Clear/Blue/Silver Splatter Vinyl LP,Kvadrat,The Horrible Dissonance Of Oblivion,Vinyl,Clear/Blue/Silver Splatter Vinyl LP
Testament - The New Order - Cyanide Blue W Black Splatter - Vinyl LP,Testament,The New Order,Vinyl,Cyanide Blue W Black Splatter - Vinyl LP
Testament - The Legacy - Purple W/ Yellow Splatter Vinyl LP,Testament,The Legacy,Vinyl,Purple W/ Yellow Splatter Vinyl LP
Darkthrone - It Beckons Us All - Nocturno Culto (Gray Marble) Edition - Direct Import Vinyl LP,Darkthrone,It Beckons Us All,Vinyl,Nocturno Culto (Gray Marble) Edition - Direct Import Vinyl LP
Darkthrone - It Beckons Us All - MC/CD/LP Limited Deluxe Boxset,Darkthrone,It Beckons Us All,Vinyl,MC/CD/LP Limited Deluxe Boxset
Amiensus - Reclamation: Part 1 - LTD 300 Turquoise Vinyl LP,Amiensus,Reclamation: Part 1,Vinyl,LTD 300 Turquoise Vinyl LP
Night in Gales - Thunderbeast - *LTD 100* Red/Brown vinyl LP reissue,Night In Gales,Thunderbeast,Vinyl,*LTD 100* Red/Brown vinyl LP reissue
Selbst - DESPONDENCY CHORD PROGRESSIONS - Blue/Black Smoke Vinyl LP (staff pick!),Selbst,Despondency Chord Progressions,Vinyl,Blue/Black Smoke Vinyl LP (staff pick!)
Waidelotte - CELESTIAL SHRINE - Milky Clear Galaxy Vinyl LP (staff pick!),Waidelotte,Celestial Shrine,Vinyl,Milky Clear Galaxy Vinyl LP (staff pick!)
Ulcerate - STARE INTO DEATH AND BE STILL - 2LP Clear w/ Splatter Vinyl DLP,Ulcerate,Stare Into Death And Be Still,Vinyl,2LP Clear w/ Splatter Vinyl DLP
Aara - TRIADE II: HEMERA - Gold/Black Galaxy Limited Vinyl LP,Aara,Triade II: Hemera,Vinyl,Gold/Black Galaxy Limited Vinyl LP
Nightbringer - DEATH AND THE BLACK WORK + REX EX ORDINE THRONI - 3xLP LTD Galaxy Vinyl,Nightbringer,Death and the Black Work + Rex Ex Ordine Throni,Vinyl,3xLP LTD Galaxy Vinyl
White Ward - FUTILITY REPORT - Galaxy Green Vinyl LP,White Ward,Futility Report,Vinyl,Galaxy Green Vinyl LP
"White Ward - FALSE LIGHT - Gatefold 2x12"" Colored (RED) LP",White Ward,FALSE LIGHT,Vinyl,"Gatefold 2x12"" Colored (RED) LP"
"White Ward - LOVE EXCHANGE FAILURE - Gatefold 2x12"" Splatter LP",White Ward,LOVE EXCHANGE FAILURE,Vinyl,"Gatefold 2x12"" Splatter LP"
Akhlys - THE DREAMING I - 2LP swamp green / bone merge with splatter Vinyl DLP,Akhlys,The Dreaming I,Vinyl,2LP swamp green / bone merge with splatter Vinyl DLP
Akhlys - MELINOË - mustard / beer merge heavy splatter Vinyl LP,Akhlys,MELINOË,Vinyl,mustard / beer merge heavy splatter Vinyl LP
Blut Aus Nord - MEMORIA VETUSTA II - Dialogue with the Stars - 2LP Limited Merge Vinyl LP + Laser Etching,Blut Aus Nord,MEMORIA VETUSTA II,Vinyl,Dialogue with the Stars - 2LP Limited Merge Vinyl LP + Laser Etching
Blut Aus Nord - MEMORIA VETUSTA III - SATURNIAN POETRY - Limited Gold/Black Marble Vinyl LP,Blut Aus Nord,MEMORIA VETUSTA III,Vinyl,SATURNIAN POETRY - Limited Gold/Black Marble Vinyl LP
Blut Aus Nord - DEUS SALUTIS MEAE - Limited Smoke Vinyl LP,Blut Aus Nord,Deus Salutis Meae,Vinyl,Limited Smoke Vinyl LP
"Blut Aus Nord - HALLUCINOGEN - Slipcase Gatefold 2x12"" Purple/Pink LP",Blut Aus Nord,HALLUCINOGEN,Vinyl,"Slipcase Gatefold 2x12"" Purple/Pink LP"
TEMPLE OF SCORN - Funeral Altar Epiphanies - Gatefold w/ Metallic Effect *FREE PATCH* Vinyl LP,TEMPLE OF SCORN,Funeral Altar Epiphanies,Vinyl,Gatefold w/ Metallic Effect *FREE PATCH* Vinyl LP
WARCRAB - The Howling Silence - Gatefold w/ Metallic Effect *FREE PATCH* Vinyl LP,WARCRAB,The Howling Silence,Vinyl,Gatefold w/ Metallic Effect *FREE PATCH* Vinyl LP
ORPHALIS - As The Ashes Settle - Gatefold w/ Metallic Effect *FREE PATCH* Vinyl LP,ORPHALIS,As The Ashes Settle,Vinyl,Gatefold w/ Metallic Effect *FREE PATCH* Vinyl LP
SEPULCHRAL CURSE - Abhorrent Dimensions - Gatefold w/ Metallic Effect *FREE PATCH* + Insert Vinyl LP,SEPULCHRAL CURSE,Abhorrent Dimensions,Vinyl,Gatefold w/ Metallic Effect *FREE PATCH* + Insert Vinyl LP
THORN - Evergloom - Gatefold w/ Metallic Effect *FREE PATCH* Vinyl LP,Thorn,Evergloom,Vinyl,Gatefold w/ Metallic Effect *FREE PATCH* Vinyl LP
TERRA BUILDER - Solar Temple - *LTD 150* Gatefold w/ Metallic Effect and UV Lamination Vinyl LP,TERRA BUILDER,Solar Temple,Vinyl,*LTD 150* Gatefold w/ Metallic Effect and UV Lamination Vinyl LP
"PAGANIZER - Beyond The Macabre - LTD 100 ""LP5"" Splatter Vinyl LP",PAGANIZER,Beyond The Macabre,Vinyl,"LTD 100 ""LP5"" Splatter Vinyl LP"
"WOMBBATH - Agma - 2LP LTD 100 ""LP5"" Splatter Vinyl DLP",Wombbath,Agma,Vinyl,"2LP LTD 100 ""LP5"" Splatter Vinyl DLP"
"WOMBBATH - Agma - 2LP LTD 100 ""LP3"" Splatter Vinyl DLP",Wombbath,Agma,Vinyl,"2LP LTD 100 ""LP3"" Splatter Vinyl DLP"
"VORGA - Striving Toward Oblivion - LTD 100 ""LP8"" Splatter Vinyl LP",VORGA,Striving Toward Oblivion,Vinyl,"LTD 100 ""LP8"" Splatter Vinyl LP"
"VORGA - Striving Toward Oblivion - LTD 100 ""LP5"" Splatter Vinyl LP",VORGA,Striving Toward Oblivion,Vinyl,"LTD 100 ""LP5"" Splatter Vinyl LP"
"VORGA - Striving Toward Oblivion - LTD 100 ""LP9"" Splatter Vinyl LP",VORGA,Striving Toward Oblivion,Vinyl,"LTD 100 ""LP9"" Splatter Vinyl LP"
MUTIILATION - Black Metal Cult - Black Vinyl,Mutiilation,Black Metal Cult,Vinyl,Black Vinyl
MUTIILATION - Vampires Of Black Imperial Blood- 2LP Red Marble Vinyl DLP,Mutiilation,Vampires of Black Imperial Blood,Vinyl,2LP Red Marble Vinyl DLP
"MUTIILATION - New False Prophet - 7"" Purple Vinyl",Mutiilation,New False Prophet,Vinyl,"7"" Purple Vinyl"
"MUTIILATION - Hail Satanas We Are The Black Legions - 7"" Purple Vinyl",Mutiilation,Hail Satanas We Are The Black Legions,Vinyl,"7"" Purple Vinyl"
MARDUK  - Fuck me jesus - Yellow Marble Vinyl LP,Marduk,Fuck Me Jesus,Vinyl,Yellow Marble Vinyl LP
